NP_type,Coating,core_size_nm,hydro_size_nm,Surf_charge_mV,Surface_area_m2_g,shape,Dose_microg_mL,Duration_h,Cell_name,Cell_species,cell_Organ,Cell_morphology,Cell_age,cell_type,sex,Assay,Test_indicator,nanomaterial_group,viability_class
Ni2O3,None,140.6,339.5,32.2,,,25.0,,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,ATPLite,luciferase,meta_oxide,NonToxic
Hydroxyapatite,None,,,,,Rod,50.0,24.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,CCK_8,TetrazoliumSalt,other,NonToxic
MgO,None,39.2,,11.6,,Sphere,1.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,NonToxic
SiO2,None,13.0,100.0,-27.0,,,5.45,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,Live/Dead,propidium_iodide,meta_oxide,NonToxic
ZnO,None,100.0,258.55,-9.96,,Sphere,35.0,6.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,NonToxic
Dendrimer,None,7.0,,,,,50.0,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,other,NonToxic
MWCNT,None,8.0,,-6.96,,Needle,100.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,nanotubes,NonToxic
CdSe,None,2.0,,,,,7.18,72.0,PBMC,Human,Blood,Lymphoblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,Toxic
Au,Chitosan,8.7,190.7,42.28,,Sphere,,24.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,NonToxic
Pt,PVP,13.5,,-8.0,,Sphere,400.0,72.0,IMR90,Human,Lung,Fibroblast,neonate,Normal,female,CellTiter_Glo,luciferase,other,Toxic
ZnO,None,39.0,639.0,,,,0.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,LDH,LDHrelease,meta_oxide,NonToxic
PLGA,PEG_based,90.0,,-22.46,,Sphere,50.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,NonToxic
MWCNT,None,12.0,,,189.0,,0.0,48.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Trypan_Blue,Trypan_Blue,nanotubes,NonToxic
CdSe,Serum_based,5.0,,,,,0.02,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,Colonigenic-assay,CrystalViolet,quantum_dots,NonToxic
Ag,None,53.3,155.3,-11.9,,,50.0,,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTS,TetrazoliumSalt,other,Toxic
Co3O4,None,10.0,222.7,24.6,,,6.3,,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,MTS,TetrazoliumSalt,meta_oxide,NonToxic
ZnO,None,50.0,278.8,-11.5,,Sphere,2.5,24.0,Macrophages,Mouse,Peritoneal Cavity,Macrophage,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,NonToxic
ZnO,None,7.5,795.0,27.4,90.0,,6.25,12.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,NonToxic
ZnO,None,22.6,276.6,-14.85,,Hexagon,50.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,NonToxic
Au,None,90.0,107.85,,,Sphere,15.0,72.0,NHDF,Human,Skin,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,other,NonToxic
TiO2,None,148.15,,-14.55,,Irregular,8.0,24.0,A431,Human,Skin,Epithelial,Adult,cancer,female,NR,toluylene red,meta_oxide,NonToxic
ZnO,None,22.6,276.6,-14.85,,Hexagon,25.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,NonToxic
CdTe,None,3.6,,,,,0.09,5.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,NonToxic
Fe2O3,None,42.5,957.0,-8.2,82.8,,0.1,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,NonToxic
CdSe,DMSA,6.0,,,,,0.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,NonToxic
QDs,Gelatin_based,5.3,,-42.0,,,0.0,16.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,NonToxic
NiO,None,20.0,223.5,-12.1,,,0.0,,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,CytoTox-Glo,Dead-Cell-Protease,meta_oxide,NonToxic
CdSeTe,None,4.3,,,,,0.08,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,Toxic
Al2O3,None,46.0,239.0,,,,0.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,LDH,LDHrelease,meta_oxide,Toxic
Au,Citrate_based,5.0,,,,Sphere,50.0,24.0,95D,Human,Lung,Epithelial,Adult,cancer,male,CCK_8,TetrazoliumSalt,other,NonToxic
In2O3,None,29.8,224.3,-9.6,,,1500.0,,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,CytoTox-Glo,Dead-Cell-Protease,meta_oxide,Toxic
CdTe,None,2.6,,,,,3.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,Toxic
EudragitRL,None,185.0,,56.0,,,0.0,24.0,THP_1,Human,Blood,Macrophage,neonate,cancer,male,Live/Dead,CalceinAM,other,NonToxic
Ag,None,100.0,,,,,0.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,ATPLite,luciferase,other,Toxic
IronOxide,Dextran,18.0,170.0,,,Sphere,300.0,24.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,meta_oxide,NonToxic
ZnO,None,71.0,188.9,-10.8,,,100.0,,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,CytoTox-Glo,Dead-Cell-Protease,meta_oxide,Toxic
PLGA,PVA,230.0,178.5,-3.5,,Sphere,300.0,72.0,Calu-3,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,NonToxic
TiO2,None,15.84,124.0,-43.29,,Sphere,60.0,48.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,Toxic
MWCNT,None,,,-13.0,,Needle,25.0,24.0,NR8383,Rat,Lung,Macrophage,Adult,Normal,male,Alamar_Blue,AlamarBlue,nanotubes,Toxic
Ag,None,,,,,Sphere,0.5,72.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,CCK_8,TetrazoliumSalt,other,NonToxic
Co,None,30.0,,,,,0.0,96.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,Live/Dead,CalceinAM,other,NonToxic
CdSe,Folic_acid_based,9.0,,,,,0.0,4.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,NonToxic
EudragitRL,None,185.0,,56.0,,,0.0,24.0,NR8383,Rat,Lung,Macrophage,Adult,Normal,male,Live/Dead,CalceinAM,other,NonToxic
SiO2,None,,,-28.0,,Sphere,100.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,Alamar_Blue,AlamarBlue,meta_oxide,NonToxic
CdTe,Leukotriene-Antagonist,5.06,,,,,0.21,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,Toxic
ZnO,None,75.0,,,,,0.0,3.0,Lymphocyte,Human,Blood,Lymphoblast,Adult,Normal,,Live/Dead,Trypan_Blue,meta_oxide,NonToxic
ZnO,None,8.0,,,,,10000.0,24.0,T cells (all types),Human,Blood,Lymphoblast,Adult,Normal,,Live/Dead,propidium_iodide,meta_oxide,Toxic
Bi,PEG_based,20.0,,,,,0.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,other,NonToxic
IronOxide,PEG_based,35.8,,-0.52,,Sphere,100.0,48.0,SKOV­3,Human,Ovary,Epithelial,Young,cancer,female,MTS,TetrazoliumSalt,meta_oxide,NonToxic
CoO,None,71.8,208.3,21.6,,,0.8,,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,MTS,TetrazoliumSalt,meta_oxide,NonToxic
Dendrimer,None,6.2,,26.5,,,0.6,24.0,J774,Mouse,Blood,Monocyte/Macrophage,Adult,cancer,female,Alamar_Blue,AlamarBlue,other,Toxic
Dendrimer,None,,,,,Sphere,147.83,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,Alamar_Blue,AlamarBlue,other,NonToxic
CdSe,CPP,4.0,,,,,0.2,1.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,quantum_dots,NonToxic
IronOxide,silica_based,188.0,,-6.52,,Sphere,50.0,24.0,HK-2,Human,Kidney,Epithelial,Adult,cancer,male,XTT,TetrazoliumSalt,meta_oxide,NonToxic
MWCNT,None,17.0,,,75.0,,190.0,24.0,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,Trypan_Blue,Trypan_Blue,nanotubes,NonToxic
Dendrimer,None,,,,,Sphere,2.27,12.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,other,NonToxic
Bi,silica_based,20.0,,,,Sphere,,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,other,NonToxic
CdTe,None,4.0,,,,,0.2,24.0,hMSCs,Human,BoneMarrow,Mesenchymal,Adult,Normal,,SRB,resazurin/sulforhodamine_B,quantum_dots,NonToxic
CdSeS,None,10.0,,,,,0.01,24.0,U251,Human,Brain,Epithelial,Adult,cancer,,MTS,TetrazoliumSalt,quantum_dots,NonToxic
Carbon,None,35.29,,,,,0.0,24.0,IP15,Human,Kidney,Spindle,Adult,Normal,male,WST-1,TetrazoliumSalt,carbon,NonToxic
Ag,None,,,,,Sphere,500.0,72.0,EBF,Human,Embryo,Fibroblast,,Normal,,CCK_8,TetrazoliumSalt,other,Toxic
Al2O3,None,85.0,,0.4,,Sphere,50.0,24.0,BJ,Human,Skin,Fibroblast,,Normal,male,EZ4U,TetrazoliumSalt,meta_oxide,NonToxic
ZnO,None,32.0,1093.0,21.6,37.0,,3.13,12.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,NonToxic
MWCNT,None,41.48,,,47.22,,31.3,48.0,16HBE14,Human,Heart,Epithelial,Young,Normal,male,CellTiter_Glo,luciferase,nanotubes,NonToxic
IronOxide,PEG_based,361.4,,12.1,,,0.0,1.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,LDH,LDHrelease,meta_oxide,NonToxic
Ag,Citrate_based,5.2,136.0,-35.0,,Sphere,10.0,48.0,HEBC3-KT,Human,Lung,Epithelial,Adult,Normal,female,Alamar_Blue,AlamarBlue,other,NonToxic
CdSe,D_penicillamine_based,5.4,,,,,0.1,12.0,MDCK,Dog,Kidney,Epithelial,Adult,Normal,female,ECIS,Impedance,quantum_dots,NonToxic
TiO2,None,11.69,,,,,0.14,24.0,IP15,Human,Kidney,Spindle,Adult,Normal,male,WST-1,TetrazoliumSalt,meta_oxide,NonToxic
Ag,Citrate_based,50.0,,-19.5,,Sphere,50.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTS,TetrazoliumSalt,other,NonToxic
CdSe,nucleic_acids,7.15,,,,,0.02,1.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,WST-1,TetrazoliumSalt,quantum_dots,Toxic
CeO2,None,,,,,Sphere,25.0,24.0,HT29,Human,Colon,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,meta_oxide,NonToxic
ZnO,None,60.0,,,,,0.0,24.0,Fibroblasts,Human,Skin,Fibroblast,Adult,Normal,,MTS,TetrazoliumSalt,meta_oxide,Toxic
IronOxide,Folic_acid_based,80.0,420.55,-27.7,,,0.0,48.0,SKOV­3,Human,Ovary,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,NonToxic
Mn2O3,None,51.5,298.4,-46.1,,,1.6,,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,ATPLite,luciferase,meta_oxide,NonToxic
SLN,DDAB,134.2,,28.2,,Sphere,660.0,24.0,Y-79,Human,Retina,MulticellularClusters,Young,cancer,female,Alamar_Blue,AlamarBlue,other,NonToxic
CdSe,None,4.7,,,,,0.03,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,NonToxic
Bi,silica_based,20.0,,,,Sphere,,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,other,NonToxic
TiO2,None,420.7,,-9.96,,,0.0,6.0,AGS,Human,Stomach,Epithelial,,cancer,female,MTS,TetrazoliumSalt,meta_oxide,NonToxic
MWCNT,None,5.0,,,,Needle,50.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,WST-1,TetrazoliumSalt,nanotubes,Toxic
IronOxide,DMSA,45.3,,,,Sphere,120.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,meta_oxide,Toxic
Nd2O3,None,133.8,652.1,30.26,,Hexagon,3.1,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,MTS,TetrazoliumSalt,meta_oxide,NonToxic
SWCNT,None,1.15,,-15.53,,Needle,1.0,24.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,XTT,TetrazoliumSalt,nanotubes,NonToxic
CdSe,Poloxamer,7.7,,,,,0.03,24.0,MCF7,Human,Breast,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,Toxic
QDs,SGF,2.5,,,,,25.0,24.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,NonToxic
Ag,None,29.57,,-24.58,,Sphere,400.0,72.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,NR,toluylene red,other,Toxic
PLGA,PEG_based,30.0,,-24.09,,Needle,100.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,NonToxic
SiO2,None,,,,,Sphere,500.0,4.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,MTT,TetrazoliumSalt,meta_oxide,Toxic
SWCNT,None,601.7,,-13.0,,Needle,25.0,24.0,NR8383,Rat,Lung,Macrophage,Adult,Normal,male,MTT,TetrazoliumSalt,nanotubes,NonToxic
CdSe,nucleic_acids,5.5,,,,,0.0,72.0,U251,Human,Brain,Epithelial,Adult,cancer,,MTT,TetrazoliumSalt,quantum_dots,NonToxic
CdSe,CPP,4.0,,,,,0.1,2.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,NonToxic
CdSeTe,None,8.65,,,,,0.02,6.0,RAG,Mouse,Kidney,Fibroblast,,cancer,,MTT,TetrazoliumSalt,quantum_dots,NonToxic
CdSe,T-Antigen-NLS,4.3,,,,,0.01,24.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,quantum_dots,NonToxic
CdSe,Methallothionein,1.2,,,,,21.81,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,NonToxic
CuO,None,46.3,,42.8,,Sphere,20.0,12.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,Toxic
CdSeS,None,10.0,,,,,0.0,48.0,U251,Human,Brain,Epithelial,Adult,cancer,,MTS,TetrazoliumSalt,quantum_dots,NonToxic
Mn2O3,None,51.5,298.4,-46.1,,,200.0,,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,MTS,TetrazoliumSalt,meta_oxide,Toxic
Polystyrene,COOH,50.0,57.14,-16.3,,Sphere,5.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,CCK_8,TetrazoliumSalt,other,NonToxic
Ag,None,28.41,66.0,-33.33,,,0.0,72.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,NR,toluylene red,other,Toxic
Ag,GSH,6.0,,-50.9,,Sphere,50.0,24.0,L929,Mouse,Connective-tissue,Fibroblast,neonate,Normal,male,MTT,TetrazoliumSalt,other,Toxic
TiO2,None,21.0,74.0,-9.42,57.0,,0.0,24.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,Annexiv_V_,propidium_iodide,meta_oxide,NonToxic
MWCNT,None,12.5,,,177.57,,200.0,72.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,WST-1,TetrazoliumSalt,nanotubes,Toxic
Polystyrene,COOH,500.0,465.3,-30.2,,Sphere,50.0,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,CCK_8,TetrazoliumSalt,other,NonToxic
SnO2,None,46.1,264.9,-10.5,,,500.0,,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,CytoTox-Glo,Dead-Cell-Protease,meta_oxide,Toxic
Mn2O3,None,51.5,298.4,-46.1,,,0.4,,BEAS_2B,Human,Lung,Epithelial,Adult,Normal,,LDH,LDHrelease,meta_oxide,NonToxic
SiO2,CTAB,238.5,,-35.9,,Sphere,3.9,12.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,NonToxic
ZnO,None,60.0,936.0,-2.4,7.34,,80.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,Toxic
MgO,None,39.2,,11.6,,Sphere,5.0,24.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,MTT,TetrazoliumSalt,meta_oxide,NonToxic
Pt,None,24.6,,-11.0,,Sphere,360.0,24.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTS,TetrazoliumSalt,other,NonToxic
CdSe,Polylysine,5.0,,,,,4.32,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,NonToxic
Mo,None,30.0,,,,,0.0,48.0,C184,Mouse,Testis,Fibroblast,fetus,Normal,,MTS,TetrazoliumSalt,other,NonToxic
Chitosan,None,,,63.2,,Sphere,250.0,24.0,MBMC,Mouse,BoneMarrow,Spindle,Adult,Normal,,MTT,TetrazoliumSalt,other,NonToxic
CdSeS,None,6.0,,,,,0.37,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,Live/Dead,,quantum_dots,NonToxic
CdSe,None,4.0,,,,,0.08,2.0,HSF-42,Human,Skin,Fibroblast,,,,Trypan_Blue,Trypan_Blue,quantum_dots,NonToxic
Hydroxyapatite,None,,,,,Sphere,200.0,48.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,NonToxic
QD,CyA,5.4,,,,Sphere,,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,Toxic
IronOxide,PEI,145.8,,17.7,,,0.0,72.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,Live/Dead,Trypan_Blue,meta_oxide,Toxic
Ag,Liposome,82.73,139.5,-16.26,,Sphere,5.0,24.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,Alamar_Blue,AlamarBlue,other,Toxic
PLGA,Chitosan,218.0,,32.0,,Sphere,200.0,4.0,Calu-3,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,NonToxic
Polystyrene,None,50.0,,-33.0,,Sphere,100.0,24.0,AT2,Human,Lung,Epithelial,,Normal,,MTT,TetrazoliumSalt,other,NonToxic
CdTe,None,3.5,,,,,1.0,96.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,WST-1,TetrazoliumSalt,quantum_dots,Toxic
Al2O3,None,28.0,,,,,0.0,24.0,CHO_K1,Hamster,Ovary,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,meta_oxide,NonToxic
Polystyrene,COOH,116.0,,-46.0,,Sphere,0.1,48.0,THP_1,Human,Blood,monocyte,neonate,cancer,male,XTT,TetrazoliumSalt,other,NonToxic
IronOxide,OleicAcid,10.9,183.6,-28.5,,Sphere,200.0,6.0,SH­SY5Y,Human,BoneMarrow,Epithelial,Young,cancer,female,MTT,TetrazoliumSalt,meta_oxide,NonToxic
TiO2,None,148.15,,-14.55,,Irregular,80.0,6.0,A431,Human,Skin,Epithelial,Adult,cancer,female,NR,toluylene red,meta_oxide,NonToxic
SiO2,None,203.3,,-36.3,,Sphere,200.0,72.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,meta_oxide,Toxic
SiO2,None,,,-28.0,,Sphere,50.0,48.0,Caco_2,Human,Colon,Epithelial,Adult,cancer,male,Alamar_Blue,AlamarBlue,meta_oxide,NonToxic
Mn2O3,None,29.8,291.1,-3.0,,,500.0,,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,CytoTox-Glo,Dead-Cell-Protease,meta_oxide,NonToxic
IronOxide,NH2,,,,,,0.05,24.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,Live/Dead,CalceinAM,meta_oxide,NonToxic
ZnO,None,39.0,639.0,,,,0.0,24.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,LDH,LDHrelease,meta_oxide,Toxic
CdTe,None,3.6,,,,,0.02,144.0,Hydra,Hydra,Polyp,Stem-cell,Stem,,,APO_BrdU_TUNEL,BrdUTP,quantum_dots,NonToxic
TiO2,None,21.0,74.0,-9.42,57.0,,0.0,24.0,MCF-10A,Human,Breast,Epithelial,Adult,cancer,female,Annexiv_V_,propidium_iodide,meta_oxide,NonToxic
CdSe,None,4.0,,,,,6.75,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,SRB,resazurin/sulforhodamine_B,quantum_dots,NonToxic
Au,None,86.8,,-28.32,,Sphere,20.0,96.0,RFPEC,Rat,FatPad,Endothelial,Adult,Normal,,MTS,TetrazoliumSalt,other,Toxic
Ag,None,,,-0.86,,Wire,50.0,24.0,J774A.1,Mouse,Ascites,Macrophage,Adult,cancer,female,MTS,TetrazoliumSalt,other,NonToxic
CdTe,None,2.5,,,,,100.0,48.0,MG­63,Human,Bone,Fibroblast,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,Toxic
CdSe,Aptamer_based,3.0,,,,,5.0,24.0,A2780,Human,Ovary,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,Toxic
CdSe,None,6.5,,,,,2.84,72.0,MDA­MB­231,Human,Breast,Epithelial,Adult,cancer,female,MTS,TetrazoliumSalt,quantum_dots,NonToxic
CdS,Antibody_based,2.5,,,,,0.04,72.0,SAOS,Human,Bone,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,NonToxic
Ag,None,66.0,28.41,-33.33,,,0.01,24.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,NR,toluylene red,other,Toxic
CuO,None,46.0,239.0,,,,0.0,24.0,HCMEC,Human,Heart,Endothelial,Adult,Normal,,LDH,LDHrelease,meta_oxide,Toxic
Ag,None,29.57,,-27.0,,Sphere,100.0,24.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,other,Toxic
MWCNT,None,12.5,,,195.29,,25.0,72.0,WI_38,Human,Lung,Fibroblast,fetus,cancer,female,Trypan_Blue,Trypan_Blue,nanotubes,Toxic
CdTe,GSH,4.0,,,,,0.9,48.0,HEK293,Human,Kidney,Epithelial,fetus,cancer,female,MTT,TetrazoliumSalt,quantum_dots,NonToxic
SLN,None,98.4,,-14.6,,,0.01,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,NR,toluylene red,other,Toxic
Dendrimer,None,49.2,,-5.38,,,0.01,96.0,HaCat,Human,Skin,Keratinocyte,Adult,Normal,male,Alamar_Blue,AlamarBlue,other,NonToxic
QDs,TGA,11.7,,-30.0,,,0.0,16.0,PC12,Rat,Adrenal-gland,Irregular,Adult,cancer,male,MTT,TetrazoliumSalt,quantum_dots,Toxic
Pt,Folic_acid_based,4.0,13.5,-40.5,,,0.0,48.0,IMR90,Human,Lung,Fibroblast,neonate,Normal,female,CellTiter_Glo,luciferase,other,NonToxic
CuO,None,22.83,181.92,-22.88,,Sphere,25.0,24.0,HepG2,Human,Liver,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,Toxic
Chitosan,None,188.0,,34.6,,,0.0,4.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,NonToxic
IronOxide,Dextran,18.0,170.0,,,Sphere,100.0,24.0,VERO,Monkey,Kidney,Epithelial,Adult,Normal,female,MTT,TetrazoliumSalt,meta_oxide,NonToxic
TiO2,None,170.0,,,,,0.0,24.0,RAW 264.7,Mouse,Blood,Macrophage,Adult,cancer,male,LDH,LDHrelease,meta_oxide,Toxic
Cu2O,None,88.5,,,,,0.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,NR,toluylene red,meta_oxide,NonToxic
CdZnS,None,4.5,,,,,0.01,120.0,SAOS,Human,Bone,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,NonToxic
CdTe,None,4.45,,,,,32.0,6.0,S-180,Mouse,Connective-tissue,Fibroblast,,cancer,,MTT,TetrazoliumSalt,quantum_dots,NonToxic
ZnO,None,165.0,,-26.0,,,0.0,3.0,A431,Human,Skin,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,meta_oxide,NonToxic
CdSe,GlycyrrhizicAcid,3.5,,,,,2.85,48.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,MTT,TetrazoliumSalt,quantum_dots,NonToxic
Bi,silica_based,20.0,,,,Sphere,,12.0,HeLa,Human,Cervix,Epithelial,Adult,cancer,female,Live/Dead,CalceinAM,other,NonToxic
CdSe,CPP,4.3,,,,,0.1,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,SRB,resazurin/sulforhodamine_B,quantum_dots,NonToxic
IronOxide,PEG_based,35.8,,-0.52,,Sphere,12.5,48.0,SKOV­3,Human,Ovary,Epithelial,Young,cancer,female,MTS,TetrazoliumSalt,meta_oxide,NonToxic
CdSe,None,3.01,,,,,0.1,3.0,COS­1,Monkey,Kidney,Fibroblast,Adult,Normal,,MTT,TetrazoliumSalt,quantum_dots,NonToxic
Au,Citrate_based,25.0,28.18,,,,300.0,24.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,other,NonToxic
Chitosan,None,,,72.1,,Irregular,31.25,24.0,MBMC,Mouse,BoneMarrow,Spindle,Adult,Normal,,MTT,TetrazoliumSalt,other,NonToxic
SiO2,None,37.82,,-24.5,,Sphere,200.0,72.0,NIH3T3,Mouse,Embryo,Fibroblast,fetus,Normal,,MTT,TetrazoliumSalt,meta_oxide,Toxic
TiO2,None,30.0,1843.0,-30.8,69.0,,50.0,72.0,A549,Human,Lung,Epithelial,Adult,cancer,male,MTT,TetrazoliumSalt,meta_oxide,NonToxic
SiO2,None,,,,,Sphere,25.0,24.0,HUVEC,Human,Umbilical,Endothelial,fetus,Normal,,CCK_8,TetrazoliumSalt,meta_oxide,NonToxic
