NP_type	Coating	core_size_nm	hydro_size_nm	Surf_charge_mV	Surface_area_m2_g	shape	Dose_microg_mL	Duration_h	Cell_name	Cell_species	cell_Organ	Cell_morphology	Cell_age	cell_type	sex	Assay	Test_indicator	Viability
IronOxide	None	42	957	?	?	?	6,90532E-11	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	94,39
IronOxide	None	42	957	?	?	?	6,90532E-10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	86,89
IronOxide	None	42	957	?	?	?	3,45266E-09	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	86,86
IronOxide	None	42	957	?	?	?	6,90532E-09	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	86,83
IronOxide	None	42	957	?	?	?	1,38106E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	83,07
IronOxide	None	42	957	?	?	?	3,45266E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	84,91
IronOxide	None	42	957	?	?	?	6,90532E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	83,01
IronOxide	None	42	957	?	?	?	6,90532E-13	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	94,38
IronOxide	None	42	957	?	?	?	6,90532E-12	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	94,38
IronOxide	None	42	957	?	?	?	6,90532E-11	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,63
IronOxide	None	42	957	?	?	?	6,90532E-10	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,63
IronOxide	None	42	957	?	?	?	3,45266E-09	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	100
IronOxide	None	42	957	?	?	?	6,90532E-09	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,88
IronOxide	None	42	957	?	?	?	1,38106E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,75
IronOxide	None	42	957	?	?	?	3,45266E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,75
IronOxide	None	42	957	?	?	?	6,90532E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,51
IronOxide	None	42	957	?	?	?	6,90532E-13	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,63
IronOxide	None	42	957	?	?	?	6,90532E-12	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,75
IronOxide	None	42	957	?	?	?	6,90532E-11	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,75
IronOxide	None	42	957	?	?	?	6,90532E-10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	93,26
IronOxide	None	42	957	?	?	?	3,45266E-09	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	88,76
IronOxide	None	42	957	?	?	?	6,90532E-09	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	89,89
IronOxide	None	42	957	?	?	?	1,38106E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,13
IronOxide	None	42	957	?	?	?	3,45266E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,13
IronOxide	None	42	957	?	?	?	6,90532E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	89,89
IronOxide	None	42.5	?	-8.2	?	Sphere	0,001	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,07
IronOxide	None	42.5	?	-8.2	?	Sphere	0,01	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,07
IronOxide	None	42.5	?	-8.2	?	Sphere	0,1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,04
IronOxide	None	42.5	?	-8.2	?	Sphere	1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,04
IronOxide	None	42.5	?	-8.2	?	Sphere	5	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	99,01
IronOxide	None	42.5	?	-8.2	?	Sphere	10	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	99,01
IronOxide	None	42.5	?	-8.2	?	Sphere	20	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,71
IronOxide	None	42.5	?	-8.2	?	Sphere	50	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,36
IronOxide	None	42.5	?	-8.2	?	Sphere	100	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,72
IronOxide	None	46.8	?	1.7	?	Sphere	0,001	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	99,01
IronOxide	None	46.8	?	1.7	?	Sphere	0,01	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,4
IronOxide	None	46.8	?	1.7	?	Sphere	0,1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,36
IronOxide	None	46.8	?	1.7	?	Sphere	1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	100,33
IronOxide	None	46.8	?	1.7	?	Sphere	5	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,04
IronOxide	None	46.8	?	1.7	?	Sphere	10	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	100
IronOxide	None	46.8	?	1.7	?	Sphere	20	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,04
IronOxide	None	46.8	?	1.7	?	Sphere	50	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	99,01
IronOxide	None	46.8	?	1.7	?	Sphere	100	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,04
IronOxide	None	42.5	?	-8.2	?	Sphere	0,001	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,74
IronOxide	None	42.5	?	-8.2	?	Sphere	0,01	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,72
IronOxide	None	42.5	?	-8.2	?	Sphere	0,1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,03
IronOxide	None	42.5	?	-8.2	?	Sphere	1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	93,77
IronOxide	None	42.5	?	-8.2	?	Sphere	5	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	88,53
IronOxide	None	42.5	?	-8.2	?	Sphere	10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	88,85
IronOxide	None	42.5	?	-8.2	?	Sphere	20	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,13
IronOxide	None	42.5	?	-8.2	?	Sphere	50	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,13
IronOxide	None	42.5	?	-8.2	?	Sphere	100	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	89,51
IronOxide	None	46.8	?	1.7	?	Sphere	0,001	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,69
IronOxide	None	46.8	?	1.7	?	Sphere	0,01	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	100,66
IronOxide	None	46.8	?	1.7	?	Sphere	0,1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,79
IronOxide	None	46.8	?	1.7	?	Sphere	1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,74
IronOxide	None	46.8	?	1.7	?	Sphere	5	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	91,15
IronOxide	None	46.8	?	1.7	?	Sphere	10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,79
IronOxide	None	46.8	?	1.7	?	Sphere	20	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	89,18
IronOxide	None	46.8	?	1.7	?	Sphere	50	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	89,18
IronOxide	None	46.8	?	1.7	?	Sphere	100	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,79
MgO	None	39	639	?	?	?	3,3952E-12	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	46,85
MgO	None	39	639	?	?	?	3,3952E-11	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	46,82
MgO	None	39	639	?	?	?	3,3952E-10	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	44,92
MgO	None	39	639	?	?	?	3,3952E-09	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	37,39
MgO	None	39	639	?	?	?	1,6976E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	37,36
MgO	None	39	639	?	?	?	3,3952E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	35,46
MgO	None	39	639	?	?	?	6,7904E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	27,93
MgO	None	39	639	?	?	?	1,6976E-07	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	14,78
MgO	None	39	639	?	?	?	3,3952E-07	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	12,88
MgO	None	39	639	?	?	?	3,3952E-12	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	42,05
MgO	None	39	639	?	?	?	3,3952E-11	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	45,77
MgO	None	39	639	?	?	?	3,3952E-10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	42
MgO	None	39	639	?	?	?	3,3952E-09	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	32,6
MgO	None	39	639	?	?	?	1,6976E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	32,57
MgO	None	39	639	?	?	?	3,3952E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	26,91
MgO	None	39	639	?	?	?	6,7904E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	21,26
MgO	None	39	639	?	?	?	1,6976E-07	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	4,36
MgO	None	39	639	?	?	?	3,3952E-07	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	2,46
MgO	None	39	639	?	?	?	3,3952E-12	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,75
MgO	None	39	639	?	?	?	3,3952E-11	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,88
MgO	None	39	639	?	?	?	3,3952E-10	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,88
MgO	None	39	639	?	?	?	3,3952E-09	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,63
MgO	None	39	639	?	?	?	1,6976E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	93,26
MgO	None	39	639	?	?	?	3,3952E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	93,26
MgO	None	39	639	?	?	?	6,7904E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	93,26
MgO	None	39	639	?	?	?	1,6976E-07	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	87,64
MgO	None	39	639	?	?	?	3,3952E-07	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	73,03
MgO	None	39	639	?	?	?	3,3952E-12	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,88
MgO	None	39	639	?	?	?	3,3952E-11	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,88
MgO	None	39	639	?	?	?	3,3952E-10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,75
MgO	None	39	639	?	?	?	3,3952E-09	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,51
MgO	None	39	639	?	?	?	1,6976E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	87,64
MgO	None	39	639	?	?	?	3,3952E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	86,52
MgO	None	39	639	?	?	?	6,7904E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	82,02
MgO	None	39	639	?	?	?	1,6976E-07	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	70,79
MgO	None	39	639	?	?	?	3,3952E-07	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	62,92
MgO	None	39.2	?	11.6	?	Sphere	0,001	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,03
MgO	None	39.2	?	11.6	?	Sphere	0,01	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	100
MgO	None	39.2	?	11.6	?	Sphere	0,1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	100
MgO	None	39.2	?	11.6	?	Sphere	1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,03
MgO	None	39.2	?	11.6	?	Sphere	5	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	93,4
MgO	None	39.2	?	11.6	?	Sphere	10	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	93,4
MgO	None	39.2	?	11.6	?	Sphere	20	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,74
MgO	None	39.2	?	11.6	?	Sphere	50	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	86,8
MgO	None	39.2	?	11.6	?	Sphere	100	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	73,6
MgO	None	39.2	?	11.6	?	Sphere	0,001	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	99,02
MgO	None	39.2	?	11.6	?	Sphere	0,01	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,36
MgO	None	39.2	?	11.6	?	Sphere	0,1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,36
MgO	None	39.2	?	11.6	?	Sphere	1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,41
MgO	None	39.2	?	11.6	?	Sphere	5	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	87,21
MgO	None	39.2	?	11.6	?	Sphere	10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	85,25
MgO	None	39.2	?	11.6	?	Sphere	20	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	82,3
MgO	None	39.2	?	11.6	?	Sphere	50	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	72,13
MgO	None	39.2	?	11.6	?	Sphere	100	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	62,62
ZnO	None	39	639	?	?	?	2,16663E-12	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,63
ZnO	None	39	639	?	?	?	2,16663E-11	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,75
ZnO	None	39	639	?	?	?	2,16663E-10	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	101,12
ZnO	None	39	639	?	?	?	2,16663E-09	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,88
ZnO	None	39	639	?	?	?	1,08332E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,13
ZnO	None	39	639	?	?	?	2,16663E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	75,28
ZnO	None	39	639	?	?	?	4,33327E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	64,04
ZnO	None	39	639	?	?	?	1,08332E-07	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	35,96
ZnO	None	39	639	?	?	?	2,16663E-07	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	32,58
ZnO	None	39	639	?	?	?	2,16663E-12	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	93,26
ZnO	None	39	639	?	?	?	2,16663E-11	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,88
ZnO	None	39	639	?	?	?	2,16663E-10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,63
ZnO	None	39	639	?	?	?	2,16663E-09	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,75
ZnO	None	39	639	?	?	?	1,08332E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	71,91
ZnO	None	39	639	?	?	?	2,16663E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	60,67
ZnO	None	39	639	?	?	?	4,33327E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	43,82
ZnO	None	39	639	?	?	?	1,08332E-07	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	28,09
ZnO	None	39	639	?	?	?	2,16663E-07	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	22,47
ZnO	None	39	639	?	?	?	2,16663E-12	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	95,77
ZnO	None	39	639	?	?	?	2,16663E-11	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	97,61
ZnO	None	39	639	?	?	?	2,16663E-10	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	95,71
ZnO	None	39	639	?	?	?	2,16663E-09	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	90,08
ZnO	None	39	639	?	?	?	1,08332E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	75,09
ZnO	None	39	639	?	?	?	2,16663E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	47,03
ZnO	None	39	639	?	?	?	4,33327E-08	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	43,27
ZnO	None	39	639	?	?	?	1,08332E-07	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	30,15
ZnO	None	39	639	?	?	?	2,16663E-07	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	11,43
ZnO	None	39	639	?	?	?	2,16663E-12	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	94,73
ZnO	None	39	639	?	?	?	2,16663E-11	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	94,7
ZnO	None	39	639	?	?	?	2,16663E-10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	90,93
ZnO	None	39	639	?	?	?	2,16663E-09	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	68,47
ZnO	None	39	639	?	?	?	1,08332E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	59,1
ZnO	None	39	639	?	?	?	2,16663E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	47,86
ZnO	None	39	639	?	?	?	4,33327E-08	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	31,01
ZnO	None	39	639	?	?	?	1,08332E-07	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	10,42
ZnO	None	39	639	?	?	?	2,16663E-07	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	LDH	LDHrelease	-0,82
ZnO	None	45.3	310	32.7	?	Sphere	0,001	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	95,72
ZnO	None	45.3	310	32.7	?	Sphere	0,01	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,37
ZnO	None	45.3	310	32.7	?	Sphere	0,1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	100,33
ZnO	None	45.3	310	32.7	?	Sphere	1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,36
ZnO	None	45.3	310	32.7	?	Sphere	5	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	91,78
ZnO	None	45.3	310	32.7	?	Sphere	10	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	75
ZnO	None	45.3	310	32.7	?	Sphere	20	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	63,82
ZnO	None	45.3	310	32.7	?	Sphere	50	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	36,18
ZnO	None	45.3	310	32.7	?	Sphere	100	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	33,22
ZnO	None	45.3	310	32.7	?	Sphere	0,001	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	92,13
ZnO	None	45.3	310	32.7	?	Sphere	0,01	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,71
ZnO	None	45.3	310	32.7	?	Sphere	0,1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,07
ZnO	None	45.3	310	32.7	?	Sphere	1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,05
ZnO	None	45.3	310	32.7	?	Sphere	5	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	71,48
ZnO	None	45.3	310	32.7	?	Sphere	10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	60,98
ZnO	None	45.3	310	32.7	?	Sphere	20	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	42,62
ZnO	None	45.3	310	32.7	?	Sphere	50	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	27,87
ZnO	None	45.3	310	32.7	?	Sphere	100	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	21,64
ZnO	None	45.3	310	32.7	21.3	?	0,001	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	93,52
ZnO	None	45.3	310	32.7	21.3	?	0,01	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,7
ZnO	None	45.3	310	32.7	21.3	?	0,1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,41
ZnO	None	45.3	310	32.7	21.3	?	1	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	97,93
ZnO	None	45.3	310	32.7	21.3	?	5	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	72,28
ZnO	None	45.3	310	32.7	21.3	?	10	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	62,44
ZnO	None	45.3	310	32.7	21.3	?	20	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	43,78
ZnO	None	45.3	310	32.7	21.3	?	50	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	28,76
ZnO	None	45.3	310	32.7	21.3	?	100	24	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	22,54
ZnO	None	45.3	310	32.7	21.3	?	0,001	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	96,1
ZnO	None	45.3	310	32.7	21.3	?	0,01	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	98,18
ZnO	None	45.3	310	32.7	21.3	?	0,1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	101,04
ZnO	None	45.3	310	32.7	21.3	?	1	12	HCMEC	Human	Heart	Endothelial	Adult 	Normal	?	MTT	TetrazoliumSalt	99,22
